gene_symbol	chr
KDM6B	17
KDM7A	7
KDM8	16
KDR	4
KDSR	18
KEAP1	19
KEL	7
KERA	12
KHDC1	6
KHDC1L	6
KHDC3L	6
KHDRBS1	1
KHDRBS2	6
KHDRBS3	8
KHK	2
KHNYN	14
KHSRP	19
KIAA0040	1
KIAA0087	7
KIAA0232	4
KIAA0319	6
KIAA0319L	1
KIAA0408	6
KIAA0513	16
KIAA0586	14
KIAA0753	17
KIAA0825	5
KIAA0930	22
KIAA1143	3
KIAA1191	5
KIAA1210	X
KIAA1217	10
KIAA1328	18
KIAA1549	7
KIAA1549L	11
KIAA1586	6
KIAA1614	1
KIAA1614-AS1	1
KIAA1671	22
KIAA1755	20
KIAA1958	9
KIAA2012	2
KIAA2013	1
KIDINS220	2
KIF11	10
KIF12	9
KIF13A	6
KIF13B	8
KIF14	1
KIF15	3
KIF16B	20
KIF17	1
KIF18A	11
KIF18B	17
KIF19	17
KIF1A	2
KIF1B	1
KIF1C	17
KIF20A	5
KIF20B	10
KIF21A	12
KIF21B	1
KIF22	16
KIF23	15
KIF24	9
KIF25	6
KIF25-AS1	6
KIF26A	14
KIF26B	1
KIF27	9
KIF2A	5
KIF2B	17
KIF2C	1
KIF3A	5
KIF3B	20
KIF3C	2
KIF4A	X
KIF4B	5
KIF5A	12
KIF5B	10
KIF5C	2
KIF6	6
KIF7	15
KIF9	3
KIF9-AS1	3
KIFAP3	1
KIFC1	6
KIFC2	8
KIFC3	16
KIN	10
KIR2DL1	19
KIR2DL2	HSCHR19LRC_PGF2_CTG3_1
KIR2DL3	19
KIR2DL4	19
KIR2DL5A	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
KIR2DL5B	HSCHR19KIR_FH15_B_HAP_CTG3_1
KIR2DS1	HSCHR19LRC_LRC_J_CTG3_1
KIR2DS2	HSCHR19LRC_PGF2_CTG3_1
KIR2DS3	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
KIR2DS4	19
KIR2DS5	HSCHR19KIR_RP5_B_HAP_CTG3_1
KIR3DL1	19
KIR3DL2	19
KIR3DL3	19
KIR3DS1	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
KIR3DX1	HSCHR19LRC_COX1_CTG3_1
KIRREL1	1
KIRREL1-IT1	1
KIRREL2	19
KIRREL3	11
KIRREL3-AS2	11
KIRREL3-AS3	11
KISS1	1
KISS1R	19
KIT	4
KITLG	12
KIZ	20
KIZ-AS1	20
KL	13
KLB	4
KLC1	14
KLC2	11
KLC3	19
KLC4	6
KLF1	19
KLF10	8
KLF11	2
KLF12	13
KLF13	15
KLF14	7
KLF15	3
KLF16	19
KLF17	1
KLF2	19
KLF3	4
KLF3-AS1	4
KLF4	9
KLF5	13
KLF6	10
KLF7	2
KLF8	X
KLF9	9
KLHDC1	14
KLHDC10	7
KLHDC2	14
KLHDC3	6
KLHDC4	16
KLHDC7A	1
KLHDC7B	22
KLHDC8A	1
KLHDC8B	3
KLHDC9	1
KLHL1	13
KLHL10	17
KLHL11	17
KLHL12	1
KLHL13	X
KLHL14	18
KLHL15	X
KLHL17	1
KLHL18	3
KLHL2	4
KLHL20	1
KLHL21	1
KLHL22	22
KLHL23	2
KLHL24	3
KLHL25	15
KLHL26	19
KLHL28	14
KLHL29	2
KLHL3	5
KLHL30	2
KLHL31	6
KLHL32	6
KLHL33	14
KLHL34	X
KLHL35	11
KLHL36	16
KLHL38	8
KLHL4	X
KLHL40	3
KLHL41	2
KLHL42	12
KLHL5	4
KLHL6	3
KLHL6-AS1	3
KLHL7	7
KLHL8	4
KLHL9	9
KLK1	19
KLK10	19
KLK11	19
KLK12	19
KLK13	19
KLK14	19
KLK15	19
KLK2	19
KLK3	19
KLK4	19
KLK5	19
KLK6	19
KLK7	19
KLK8	19
KLK9	19
KLKB1	4
KLKP1	19
KLLN	10
KLRA1P	12
KLRB1	12
KLRC1	12
KLRC2	12
KLRC3	12
KLRC4	12
KLRC4-KLRK1	12
KLRD1	12
KLRF1	12
KLRF2	12
KLRG1	12
KLRG2	7
KLRK1	12
KMO	1
KMT2A	11
KMT2B	19
KMT2C	7
KMT2D	12
KMT2E	7
KMT5A	12
KMT5B	11
KMT5C	19
KNCN	1
KNDC1	10
KNG1	3
KNL1	15
KNOP1	16
KNSTRN	15
KNTC1	12
KPNA1	3
KPNA2	17
KPNA3	13
KPNA4	3
KPNA5	6
KPNA6	1
KPNA7	7
KPNB1	17
KPRP	1
KPTN	19
KRAS	12
KRCC1	2
KREMEN1	22
KREMEN2	16
KRI1	19
KRIT1	7
KRR1	12
KRT1	12
KRT10	17
KRT12	17
KRT13	17
KRT14	17
KRT15	17
KRT16	17
KRT16P1	HSCHR17_3_CTG1
KRT16P2	17
KRT16P3	17
KRT17	17
KRT17P1	17
KRT17P2	17
KRT17P5	HSCHR17_3_CTG1
KRT18	12
KRT18P55	17
KRT19	17
KRT19P2	12
KRT2	12
KRT20	17
KRT222	17
KRT23	17
KRT24	17
KRT25	17
KRT26	17
KRT27	17
KRT28	17
KRT3	12
KRT31	17
KRT32	17
KRT33A	17
KRT33B	17
KRT34	17
KRT35	17
KRT36	17
KRT37	17
KRT38	17
KRT39	17
KRT4	12
KRT40	17
KRT42P	17
KRT5	12
KRT6A	12
KRT6B	12
KRT6C	12
KRT7	12
KRT7-AS	12
KRT71	12
KRT72	12
KRT73	12
KRT73-AS1	12
KRT74	12
KRT75	12
KRT76	12
KRT77	12
KRT78	12
KRT79	12
KRT8	12
KRT80	12
KRT81	12
KRT82	12
KRT83	12
KRT84	12
KRT85	12
KRT86	12
KRT87P	12
KRT8P41	11
KRT9	17
KRTAP1-1	17
KRTAP1-3	17
KRTAP1-4	17
KRTAP1-5	17
KRTAP10-1	21
KRTAP10-10	21
KRTAP10-11	21
KRTAP10-12	21
KRTAP10-2	21
KRTAP10-3	21
KRTAP10-4	21
KRTAP10-5	21
KRTAP10-6	21
KRTAP10-7	21
KRTAP10-8	21
KRTAP10-9	21
KRTAP11-1	21
KRTAP12-1	21
KRTAP12-2	21
KRTAP12-3	21
KRTAP12-4	21
KRTAP13-1	21
KRTAP13-2	21
KRTAP13-3	21
KRTAP13-4	21
KRTAP15-1	21
KRTAP16-1	17
KRTAP17-1	17
KRTAP19-1	21
KRTAP19-2	21
KRTAP19-3	21
KRTAP19-4	21
KRTAP19-5	21
KRTAP19-6	21
KRTAP19-7	21
KRTAP19-8	21
KRTAP2-1	17
KRTAP2-2	17
KRTAP2-3	17
KRTAP2-4	17
KRTAP20-1	21
KRTAP20-2	21
KRTAP20-3	21
KRTAP20-4	21
KRTAP21-1	21
KRTAP21-2	21
KRTAP21-3	21
KRTAP22-1	21
KRTAP22-2	21
KRTAP23-1	21
KRTAP24-1	21
KRTAP25-1	21
KRTAP26-1	21
KRTAP27-1	21
KRTAP29-1	17
KRTAP3-1	17
KRTAP3-2	17
KRTAP3-3	17
KRTAP4-1	17
KRTAP4-11	17
KRTAP4-12	17
KRTAP4-2	17
KRTAP4-3	17
KRTAP4-4	17
KRTAP4-5	17
KRTAP4-6	17
KRTAP4-7	17
KRTAP4-8	17
KRTAP4-9	17
KRTAP5-1	11
KRTAP5-10	11
KRTAP5-11	11
KRTAP5-2	11
KRTAP5-3	11
KRTAP5-4	11
KRTAP5-5	11
KRTAP5-6	11
KRTAP5-7	11
KRTAP5-8	11
KRTAP5-9	11
KRTAP5-AS1	11
KRTAP6-1	21
KRTAP6-2	21
KRTAP6-3	21
KRTAP7-1	21
KRTAP8-1	21
KRTAP9-1	17
KRTAP9-2	17
KRTAP9-3	17
KRTAP9-4	17
KRTAP9-6	17
KRTAP9-7	17
KRTAP9-8	17
KRTAP9-9	17
KRTCAP2	1
KRTCAP3	2
KRTDAP	19
KSR1	17
KSR2	12
KTI12	1
KTN1	14
KTN1-AS1	14
KU-MEL-3	6
KXD1	19
KY	3
KYAT1	9
KYAT3	1
KYNU	2
L1CAM	X
L1TD1	1
L2HGDH	14
L3HYPDH	14
L3MBTL1	20
L3MBTL2	22
L3MBTL3	6
L3MBTL4	18
L3MBTL4-AS1	18
LACC1	13
LACRT	12
LACTB	15
LACTB2	8
LACTB2-AS1	8
LACTBL1	1
LAD1	1
LAG3	12
LAGE3	X
LAIR1	19
LAIR2	19
LALBA	12
LAMA1	18
LAMA2	6
LAMA3	18
LAMA4	6
LAMA5	20
LAMA5-AS1	20
LAMB1	7
LAMB2	3
LAMB2P1	3
LAMB3	1
LAMB4	7
LAMC1	1
LAMC2	1
LAMC3	9
LAMP1	13
LAMP2	X
LAMP3	3
LAMP5	20
LAMP5-AS1	20
LAMTOR1	11
LAMTOR2	1
LAMTOR3	4
LAMTOR4	7
LAMTOR5	1
LAMTOR5-AS1	1
LANCL1	2
LANCL1-AS1	2
LANCL2	7
LANCL3	X
LAP3	4
LAPTM4A	2
LAPTM4B	8
LAPTM5	1
LARGE-AS1	22
LARGE1	22
LARGE2	11
LARP1	5
LARP1B	4
LARP4	12
LARP4B	10
LARP6	15
LARP7	4
LARS2	3
LARS2-AS1	3
LAS1L	X
LASP1	17
LAT	16
LAT2	7
LATS1	6
LATS2	13
LAX1	1
LAYN	11
LBH	2
LBHD1	11
LBP	20
LBR	1
LBX1	10
LBX1-AS1	10
LBX2	2
LBX2-AS1	2
LCA5	6
LCA5L	21
LCAL1	6
LCAT	16
LCE1A	1
LCE1B	1
LCE1C	1
LCE1D	1
LCE1E	1
LCE1F	1
LCE2A	1
LCE2B	1
LCE2C	1
LCE2D	1
LCE3A	1
LCE3B	1
LCE3C	1
LCE3D	1
LCE3E	1
LCE4A	1
LCE5A	1
LCE6A	1
LCK	1
LCLAT1	2
LCMT1	16
LCMT1-AS1	16
LCMT1-AS2	16
LCMT2	15
LCN1	9
LCN10	9
LCN12	9
LCN15	9
LCN2	9
LCN6	9
LCN8	9
LCN9	9
LCNL1	9
LCOR	10
LCORL	4
LCP1	13
LCP2	5
LCT	2
LCTL	15
LDAH	2
LDB1	10
LDB2	4
LDB3	10
LDHA	11
LDHAL6A	11
LDHAL6B	15
LDHB	12
LDHC	11
LDHD	16
LDLR	19
LDLRAD1	1
LDLRAD2	1
LDLRAD3	11
LDLRAD4	18
LDLRAD4-AS1	18
LDLRAP1	1
LDOC1	X
LEAP2	5
LECT2	5
LEF1	4
LEF1-AS1	4
LEFTY1	1
LEFTY2	1
LEKR1	3
LELP1	1
LEMD1	1
LEMD1-AS1	1
LEMD2	6
LEMD3	12
LENEP	1
LENG1	HSCHR19LRC_PGF2_CTG3_1
LENG8	19
LENG8-AS1	19
LENG9	19
LEO1	15
LEP	7
LEPR	1
LEPROT	1
LEPROTL1	8
LETM1	4
LETM2	8
LETMD1	12
LEUTX	19
LFNG	7
LGALS1	22
LGALS12	11
LGALS13	19
LGALS14	19
LGALS16	19
LGALS17A	19
LGALS2	22
LGALS3	14
LGALS3BP	17
LGALS4	19
LGALS7	19
LGALS7B	19
LGALS8	1
LGALS8-AS1	1
LGALS9	17
LGALS9B	17
LGALS9C	17
LGALSL	2
LGI1	10
LGI2	4
LGI3	8
LGI4	19
LGMN	14
LGR4	11
LGR5	12
LGR6	1
LGSN	6
LHB	19
LHCGR	2
LHFPL1	X
LHFPL2	5
LHFPL3	7
LHFPL3-AS1	7
LHFPL3-AS2	7
LHFPL4	3
LHFPL5	6
LHPP	10
LHX1	17
LHX2	9
LHX3	9
LHX4	1
LHX5	12
LHX5-AS1	12
LHX6	9
LHX8	1
LHX9	1
LIAS	4
LIF	22
LIFR	5
LIFR-AS1	5
LIG1	19
LIG3	17
LIG4	13
LILRA1	19
LILRA2	19
LILRA3	HSCHR19LRC_PGF2_CTG3_1
LILRA4	HSCHR19LRC_PGF2_CTG3_1
LILRA5	19
LILRA6	19
LILRB1	19
LILRB2	19
LILRB3	19
LILRB4	19
LILRB5	19
LILRP2	19
LIM2	19
LIMA1	12
LIMCH1	4
LIMD1	3
LIMD1-AS1	3
LIMD2	17
LIME1	20
LIMK1	7
LIMK2	22
LIMS1	2
LIMS2	2
LIMS3	2
LIMS3-LOC440895	2
LIMS4	2
LIN28A	1
LIN28B	6
LIN28B-AS1	6
LIN37	19
LIN52	14
LIN54	4
LIN7A	12
LIN7B	19
LIN7C	11
LIN9	1
LINC-PINT	7
LINC-ROR	18
LINC00028	20
LINC00029	20
LINC00051	8
LINC00052	15
LINC00092	9
LINC00102	X
LINC00106	X
LINC00111	21
LINC00112	21
LINC00113	21
LINC00114	21
LINC00115	1
LINC00158	21
LINC00159	21
LINC00160	21
LINC00161	21
LINC00163	21
LINC00173	12
LINC00174	7
LINC00184	1
LINC00189	21
LINC00200	10
LINC00207	22
LINC00208	HG76_PATCH
LINC00210	1
LINC00216	14
LINC00221	14
LINC00222	6
LINC00226	14
LINC00229	22
LINC00235	HSCHR16_CTG2
LINC00237	20
LINC00239	14
LINC00240	6
LINC00242	6
LINC00243	HSCHR6_MHC_QBL_CTG1
LINC00244	7
LINC00251	8
LINC00254	16
LINC00261	20
LINC00265	7
LINC00269	X
LINC00272	1
LINC00273	16
LINC00276	2
LINC00278	Y
LINC00279	Y
LINC00280	Y
LINC00290	4
LINC00293	8
LINC00294	11
LINC00297	13
LINC00299	2
LINC00301	11
LINC00302	1
LINC00303	1
LINC00304	16
LINC00305	18
LINC00307	21
LINC00308	HSCHR21_2_CTG1_1
LINC00309	2
LINC00310	21
LINC00311	16
LINC00313	21
LINC00314	21
LINC00316	21
LINC00317	21
LINC00320	21
LINC00322	21
LINC00323	21
LINC00324	17
LINC00326	6
LINC00327	13
LINC00330	13
LINC00331	13
LINC00332	13
LINC00333	13
LINC00334	21
LINC00336	6
LINC00339	1
LINC00342	2
LINC00343	13
LINC00347	13
LINC00348	13
LINC00351	13
LINC00353	13
LINC00354	13
LINC00355	13
LINC00358	13
LINC00359	13
LINC00363	13
LINC00364	13
LINC00365	13
LINC00366	13
LINC00367	13
LINC00368	13
LINC00374	13
LINC00375	13
LINC00376	13
LINC00377	13
LINC00378	13
LINC00379	13
LINC00380	13
LINC00382	13
LINC00383	13
LINC00384	13
LINC00392	13
LINC00395	13
LINC00396	13
LINC00397	13
LINC00398	13
LINC00399	13
LINC00400	13
LINC00402	13
LINC00408	13
LINC00410	13
LINC00411	13
LINC00412	13
LINC00415	13
LINC00421	13
LINC00423	13
LINC00424	13
LINC00426	13
LINC00428	13
LINC00430	13
LINC00431	13
LINC00434	13
LINC00437	13
LINC00440	13
LINC00442	13
LINC00445	13
LINC00446	13
LINC00448	13
LINC00452	13
LINC00454	13
LINC00456	13
LINC00457	13
LINC00458	13
LINC00459	13
LINC00460	13
LINC00462	13
LINC00463	13
LINC00466	1
LINC00467	1
LINC00469	17
LINC00470	18
LINC00471	2
LINC00472	6
LINC00474	9
LINC00475	9
LINC00477	12
LINC00479	21
LINC00482	17
LINC00484	9
LINC00485	12
LINC00486	2
LINC00487	2
LINC00488	3
LINC00489	20
LINC00491	5
LINC00492	5
LINC00494	20
LINC00499	4
LINC00501	3
LINC00502	10
LINC00504	4
LINC00506	3
LINC00507	12
LINC00508	12
LINC00511	17
LINC00513	7
LINC00515	21
LINC00517	14
LINC00518	6
LINC00519	14
LINC00520	14
LINC00523	14
LINC00524	14
LINC00525	7
LINC00526	18
LINC00528	22
LINC00533	6
LINC00534	8
LINC00536	8
LINC00538	1
LINC00539	13
LINC00540	13
LINC00543	13
LINC00544	13
LINC00547	13
LINC00550	13
LINC00552	HSCHR13_1_CTG5
LINC00554	13
LINC00557	13
LINC00558	13
LINC00559	13
LINC00560	13
LINC00562	13
LINC00563	13
LINC00564	13
LINC00566	13
LINC00567	13
LINC00570	2
LINC00571	13
LINC00572	13
LINC00574	6
LINC00575	4
LINC00578	3
LINC00581	6
LINC00582	1
LINC00583	9
LINC00587	9
LINC00588	8
LINC00589	8
LINC00592	12
LINC00595	10
LINC00598	13
LINC00601	10
LINC00602	6
LINC00603	5
LINC00605	14
LINC00606	3
LINC00607	2
LINC00608	2
LINC00609	14
LINC00612	12
LINC00613	4
LINC00615	12
LINC00616	4
LINC00620	3
LINC00621	13
LINC00622	1
LINC00623	1
LINC00624	1
LINC00626	1
LINC00628	1
LINC00629	X
LINC00630	X
LINC00632	X
LINC00635	3
LINC00636	3
LINC00639	14
LINC00640	14
LINC00641	14
LINC00642	14
LINC00644	14
LINC00645	14
LINC00648	14
LINC00649	21
LINC00652	20
LINC00654	20
LINC00656	20
LINC00658	20
LINC00659	20
LINC00661	19
LINC00662	19
LINC00663	19
LINC00664	19
LINC00665	19
LINC00667	18
LINC00668	18
LINC00670	17
LINC00671	17
LINC00674	17
LINC00676	13
LINC00677	14
LINC00678	11
LINC00680	6
LINC00681	8
LINC00682	4
LINC00685	HSCHRX_1_CTG3
LINC00687	20
LINC00689	7
LINC00690	3
LINC00691	3
LINC00692	3
LINC00698	3
LINC00700	10
LINC00701	10
LINC00702	10
LINC00703	10
LINC00705	10
LINC00706	10
LINC00707	10
LINC00708	10
LINC00709	10
LINC00710	10
LINC00824	HSCHR8_1_CTG7
LINC00836	10
LINC00837	10
LINC00838	10
LINC00839	10
LINC00840	10
LINC00841	10
LINC00842	10
LINC00845	10
LINC00847	5
LINC00850	X
LINC00851	20
LINC00852	3
LINC00853	1
LINC00857	10
LINC00858	10
LINC00861	8
LINC00862	1
LINC00863	10
LINC00865	10
LINC00867	10
LINC00868	17
LINC00869	1
LINC00870	3
LINC00871	14
LINC00877	3
LINC00879	3
LINC00880	3
LINC00881	3
LINC00882	3
LINC00885	3
LINC00886	3
LINC00887	3
LINC00891	X
LINC00892	X
LINC00895	22
LINC00896	22
LINC00898	22
LINC00899	22
LINC00900	11
LINC00901	3
LINC00903	3
LINC00904	19
LINC00905	19
LINC00906	19
LINC00907	18
LINC00908	18
LINC00910	17
LINC00911	14
LINC00917	16
LINC00919	16
LINC00920	16
LINC00921	16
LINC00922	16
LINC00923	15
LINC00924	15
LINC00926	15
LINC00927	15
LINC00928	15
LINC00929	15
LINC00930	15
LINC00933	HG2280_PATCH
LINC00934	12
LINC00937	12
LINC00938	12
LINC00939	12
LINC00940	12
LINC00942	12
LINC00943	12
LINC00945	21
LINC00951	6
LINC00954	2
LINC00955	4
LINC00957	7
LINC00958	11
LINC00960	3
LINC00964	8
LINC00967	8
LINC00968	8
LINC00970	1
LINC00971	3
LINC00972	7
LINC00974	17
LINC00987	12
LINC00989	4
LINC00993	10
LINC00994	3
LINC00996	7
LINC00997	7
LINC01001	11
LINC01002	19
LINC01003	7
LINC01005	7
LINC01007	7
LINC01010	6
LINC01011	6
LINC01012	6
LINC01013	6
LINC01014	3
LINC01015	HSCHR6_MHC_QBL_CTG1
LINC01016	6
LINC01018	5
LINC01019	5
LINC01020	5
LINC01022	7
LINC01023	5
LINC01028	17
LINC01029	18
LINC01030	8
LINC01031	1
LINC01033	5
LINC01036	1
LINC01038	13
LINC01039	13
LINC01040	13
LINC01043	HSCHR13_1_CTG1
LINC01044	HSCHR13_1_CTG1
LINC01046	13
LINC01047	13
LINC01048	13
LINC01049	13
LINC01050	13
LINC01052	13
LINC01053	13
LINC01054	13
LINC01055	13
LINC01056	20
LINC01058	13
LINC01060	HSCHR4_5_CTG12
LINC01063	3
LINC01065	13
LINC01068	13
LINC01069	13
LINC01070	13
LINC01072	13
LINC01075	13
LINC01078	13
LINC01080	13
LINC01081	16
LINC01082	16
LINC01087	2
LINC01088	4
LINC01089	12
LINC01090	2
LINC01091	4
LINC01093	4
LINC01095	4
LINC01096	4
LINC01097	4
LINC01098	4
LINC01099	4
LINC01100	3
LINC01101	2
LINC01102	2
LINC01103	2
LINC01104	2
LINC01106	2
LINC01107	2
LINC01108	6
LINC01111	8
LINC01115	2
LINC01116	2
LINC01117	2
LINC01118	2
LINC01120	2
LINC01121	2
LINC01123	2
LINC01124	2
LINC01126	2
LINC01127	2
LINC01128	1
LINC01132	1
LINC01133	1
LINC01134	1
LINC01138	1
LINC01139	1
LINC01140	1
LINC01141	1
LINC01142	1
LINC01143	2
LINC01144	1
LINC01148	14
LINC01149	HSCHR6_MHC_MANN_CTG1
LINC01150	11
LINC01151	8
LINC01152	17
LINC01159	2
LINC01160	1
LINC01162	7
LINC01163	10
LINC01164	10
LINC01166	10
LINC01168	10
LINC01169	15
LINC01173	2
LINC01176	7
LINC01177	16
LINC01179	4
LINC01180	17
LINC01181	8
LINC01182	4
LINC01186	X
LINC01187	5
LINC01189	9
LINC01191	2
LINC01192	3
LINC01193	15
LINC01194	5
LINC01195	16
LINC01198	13
LINC01201	X
LINC01202	5
LINC01203	X
LINC01204	X
LINC01205	3
LINC01206	3
LINC01208	3
LINC01209	3
LINC01210	3
LINC01214	3
LINC01215	3
LINC01216	4
LINC01219	HG28_PATCH
LINC01220	14
LINC01221	1
LINC01222	1
LINC01224	19
LINC01226	1
LINC01227	16
LINC01229	16
LINC01231	9
LINC01232	13
LINC01233	19
LINC01234	12
LINC01237	2
LINC01239	9
LINC01241	9
LINC01242	9
LINC01243	9
LINC01246	2
LINC01247	2
LINC01248	2
LINC01249	2
LINC01250	2
LINC01252	12
LINC01254	18
LINC01255	18
LINC01256	4
LINC01257	12
LINC01258	4
LINC01260	20
LINC01262	4
LINC01264	10
LINC01265	5
LINC01266	3
LINC01267	3
LINC01269	14
LINC01270	20
LINC01271	20
LINC01273	20
LINC01276	6
LINC01277	6
LINC01278	X
LINC01280	2
LINC01281	X
LINC01282	X
LINC01284	X
LINC01285	X
LINC01287	7
LINC01288	8
LINC01289	8
LINC01291	2
LINC01297	14
LINC01298	8
LINC01299	8
LINC01300	HSCHR8_5_CTG7
LINC01301	8
LINC01304	2
LINC01305	2
LINC01307	1
LINC01309	13
LINC01310	22
LINC01311	22
LINC01312	6
LINC01315	22
LINC01317	2
LINC01318	2
LINC01322	3
LINC01327	3
LINC01331	5
LINC01333	5
LINC01337	5
LINC01339	5
LINC01340	5
LINC01341	1
LINC01342	1
LINC01343	1
LINC01344	1
LINC01345	1
LINC01346	1
LINC01347	1
LINC01348	1
LINC01349	1
LINC01350	1
LINC01352	1
LINC01353	1
LINC01354	1
LINC01355	HSCHR1_4_CTG3
LINC01356	1
LINC01359	1
LINC01360	1
LINC01361	1
LINC01362	1
LINC01363	1
LINC01364	1
LINC01365	4
LINC01366	5
LINC01370	20
LINC01375	10
LINC01376	2
LINC01377	5
LINC01378	4
LINC01381	2
LINC01386	5
LINC01387	18
LINC01389	1
LINC01391	3
LINC01392	7
LINC01393	7
LINC01395	11
LINC01396	4
LINC01397	1
LINC01398	1
LINC01399	22
LINC01410	9
LINC01411	5
LINC01412	2
LINC01413	15
LINC01415	18
LINC01416	18
LINC01419	8
LINC01423	21
LINC01424	21
LINC01425	21
LINC01426	21
LINC01427	20
LINC01428	20
LINC01429	20
LINC01431	20
LINC01432	20
LINC01433	20
LINC01435	10
LINC01436	21
LINC01440	20
LINC01441	20
LINC01443	18
LINC01444	18
LINC01445	7
LINC01446	7
LINC01447	7
LINC01448	7
LINC01449	7
LINC01450	7
LINC01451	9
LINC01455	5
LINC01456	X
LINC01460	2
LINC01461	1
LINC01465	12
LINC01467	14
LINC01470	5
LINC01471	3
LINC01473	2
LINC01474	9
LINC01475	10
LINC01476	17
LINC01477	18
LINC01478	18
LINC01479	12
LINC01480	19
LINC01482	17
LINC01483	17
LINC01484	5
LINC01485	5
LINC01486	12
LINC01487	3
LINC01488	11
LINC01489	12
LINC01490	12
LINC01491	15
LINC01492	9
LINC01493	11
LINC01494	2
LINC01495	11
LINC01496	X
LINC01497	17
LINC01498	12
LINC01499	11
LINC01500	14
LINC01501	9
LINC01502	9
LINC01503	9
LINC01504	9
LINC01505	9
LINC01506	9
LINC01507	9
LINC01508	9
LINC01509	9
LINC01511	5
LINC01512	6
LINC01514	10
LINC01515	10
LINC01516	10
LINC01518	10
LINC01519	10
LINC01520	10
LINC01521	22
LINC01522	20
LINC01523	20
LINC01524	20
LINC01525	1
LINC01526	6
LINC01530	19
LINC01531	19
LINC01532	19
LINC01533	19
LINC01535	19
LINC01537	11
LINC01538	18
LINC01539	18
LINC01541	18
LINC01543	18
LINC01544	18
LINC01545	X
LINC01546	X
LINC01547	21
LINC01548	21
LINC01549	21
LINC01550	14
LINC01551	14
LINC01553	10
LINC01554	5
LINC01555	1
LINC01556	HSCHR6_MHC_COX_CTG1
LINC01558	6
LINC01559	12
LINC01560	X
LINC01561	10
LINC01562	1
LINC01563	17
LINC01564	6
LINC01565	3
LINC01566	16
LINC01567	16
LINC01569	16
LINC01570	16
LINC01571	16
LINC01572	16
LINC01574	5
LINC01579	15
LINC01580	15
LINC01581	15
LINC01582	15
LINC01583	15
LINC01584	15
LINC01585	15
LINC01586	15
LINC01587	4
LINC01588	14
LINC01589	22
LINC01591	8
LINC01592	8
LINC01593	2
LINC01594	2
LINC01596	4
LINC01600	6
LINC01602	8
LINC01603	8
LINC01605	8
LINC01606	8
LINC01607	8
LINC01608	8
LINC01609	8
LINC01611	6
LINC01612	4
LINC01613	9
LINC01614	2
LINC01615	6
LINC01616	11
LINC01618	4
LINC01619	12
LINC01620	20
LINC01621	6
LINC01622	6
LINC01623	HSCHR6_MHC_DBB_CTG1
LINC01624	6
LINC01625	6
LINC01628	2
LINC01629	14
LINC01630	18
LINC01633	1
LINC01634	22
LINC01635	1
LINC01637	22
LINC01638	22
LINC01639	22
LINC01640	22
LINC01644	22
LINC01645	1
LINC01646	1
LINC01647	1
LINC01648	1
LINC01649	1
LINC01650	1
LINC01653	1
LINC01654	1
LINC01656	22
LINC01657	1
LINC01659	HSCHR22_1_CTG6
LINC01661	1
LINC01664	22
LINC01665	22
LINC01667	21
LINC01668	21
LINC01671	21
LINC01672	1
LINC01674	21
LINC01675	1
LINC01676	1
LINC01677	1
LINC01678	21
LINC01679	21
LINC01680	1
LINC01681	1
LINC01682	1
LINC01683	21
LINC01684	21
LINC01685	1
LINC01686	1
LINC01687	21
LINC01688	1
LINC01689	21
LINC01692	21
LINC01694	21
LINC01695	21
LINC01696	1
LINC01697	21
LINC01698	1
LINC01699	1
LINC01700	21
LINC01703	1
LINC01704	1
LINC01706	20
LINC01707	1
LINC01708	1
LINC01710	1
LINC01711	20
LINC01713	20
LINC01714	1
LINC01716	20
LINC01717	1
LINC01718	20
LINC01719	1
LINC01720	1
LINC01721	20
LINC01722	20
LINC01723	20
LINC01724	1
LINC01725	1
LINC01726	20
LINC01727	20
LINC01728	20
LINC01730	20
LINC01732	1
LINC01733	20
LINC01734	20
LINC01736	1
LINC01737	1
LINC01739	1
LINC01740	1
LINC01741	1
LINC01742	20
LINC01743	1
LINC01744	1
LINC01745	1
LINC01747	20
LINC01748	1
LINC01749	20
LINC01750	1
LINC01751	20
LINC01752	20
LINC01753	1
LINC01754	20
LINC01755	1
LINC01756	1
LINC01757	1
LINC01758	1
LINC01760	1
LINC01761	1
LINC01762	1
LINC01763	1
LINC01766	19
LINC01767	1
LINC01770	1
LINC01772	1
LINC01774	1
LINC01775	19
LINC01776	1
LINC01777	1
LINC01778	1
LINC01780	1
LINC01781	1
LINC01782	19
LINC01783	1
LINC01784	HG1342_HG2282_PATCH
LINC01785	19
LINC01787	1
LINC01788	1
LINC01790	2
LINC01791	19
LINC01792	2
LINC01793	2
LINC01795	2
LINC01796	2
LINC01797	2
LINC01799	2
LINC01800	2
LINC01801	19
LINC01802	2
LINC01803	2
LINC01804	2
LINC01805	2
LINC01806	2
LINC01809	2
LINC01810	2
LINC01812	2
LINC01813	2
LINC01815	2
LINC01816	2
LINC01817	2
LINC01819	2
LINC01820	2
LINC01821	2
LINC01822	2
LINC01826	2
LINC01829	2
LINC01831	2
LINC01832	2
LINC01833	2
LINC01838	19
LINC01840	3
LINC01841	19
LINC01842	19
LINC01843	5
LINC01844	5
LINC01845	5
LINC01846	5
